ֳמה	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
ֳנאםטצא בוהםמסעט	1 210	1 500	1 808	2 112	2 376	3 018	3 422	3 847	4 593	5 153	5 688	6 369	6 510	7 306	8 050	9 701	9 828	10 088	10 287	10 890	11 312	11 908	13 545	14201
