Год,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Граница бедности,1210,1500,1808,2112,2376,3018,3422,3847,4593,5153,5688,6369,6510,7306,8050,9701,9828,10088,10287,10890,11312,11908,13545,14201
